universe,threshold,leverage,max_concurrent,thr_n_total,thr_n_taken,thr_skipped,thr_compd_pct,thr_max_dd_pct,thr_sharpe,thr_cagr_pct,ho_n_total,ho_n_taken,ho_skipped,ho_compd_pct,ho_max_dd_pct,ho_sharpe,ho_cagr_pct
U1_all_200,0.6,1,3,2095,330,1765,6.360577615067009,-0.7002462150289857,3.69358771924986,13.012044746862927,1010,156,854,3.6231639998759224,-0.31448410981443325,5.887004453512588,15.527695135296193
U1_all_200,0.6,1,5,2095,539,1556,9.98382529023296,-1.0584342795408468,4.382932621749841,20.776878692808953,1010,240,770,6.009353763347591,-0.3543030209203185,7.527911387465286,26.702375840339144
U1_all_200,0.6,3,3,2095,330,1765,20.142076227390817,-2.0954022981522638,3.6944130152984695,43.909971987367925,1010,156,854,11.22116196427605,-0.9413871644063357,5.888260063487122,53.92731012268457
U1_all_200,0.6,3,5,2095,539,1556,32.7713064916956,-3.1440505033373043,4.3876336789424935,75.46937268264125,1010,240,770,19.062524678759395,-1.0604082314760914,7.52980241554842,102.91309567020512
U1_all_200,0.6,5,3,2095,330,1765,35.44558029802462,-3.483443718331871,3.6952147025238284,82.54978957150536,1010,156,854,19.309733744433345,-1.5655439024471425,5.889509766498603,104.62716011213944
U1_all_200,0.6,5,5,2095,539,1556,59.85458548313165,-5.188632734737086,4.392190674565817,153.58793808326618,1010,240,770,33.61818967475767,-1.7631773796064774,7.53167304214948,223.93275608700432
U2_meme_only,0.0,1,3,477,270,207,2.2285129545495552,-0.6026151777990426,2.477515846911355,4.469140347048617,246,135,111,3.5775919831520175,-0.49738705839173813,2.8063200558226393,15.321781051072335
U2_meme_only,0.0,1,5,477,371,106,3.3685652706981095,-0.7287459851525899,3.0349818650252893,6.7929004479903465,246,181,65,4.1060904664769415,-0.6576608231703082,3.0860766046608115,17.726829120748633
U2_meme_only,0.0,3,3,477,270,207,6.7913060521046065,-1.7983316068301134,2.4811935388161372,13.921720871346931,246,135,111,10.914141766174023,-1.4861222622025931,2.808151884950267,52.21132473247096
U2_meme_only,0.0,3,5,477,371,106,10.389231175207758,-2.1713758886125865,3.039425920313596,21.661600450819662,246,181,65,12.612673315745093,-1.9663621673148821,3.0909051160522454,61.88813975679943
U2_meme_only,0.0,5,3,477,270,207,11.496541686356231,-2.9814543423047595,2.4848570853849745,24.09441261458276,246,135,111,18.49398944757432,-2.4668503970068896,2.809982578632903,99.01212002752023
U2_meme_only,0.0,5,5,477,371,106,17.800966847981204,-3.594398001495348,3.0438561319530923,38.40050480277475,246,181,65,21.519510034237733,-3.266141325372154,3.095725559397197,120.43806758867035
U2_meme_only,0.5,1,3,301,208,93,3.0669880634303537,-0.47972624407367787,3.845373514240135,6.175731885129898,167,103,64,1.750595604228522,-0.42847835402195605,3.4129646483965383,7.291807150718577
U2_meme_only,0.5,1,5,301,261,40,4.332229815731892,-0.7170593036066544,3.1788835674045766,8.77689984680603,167,130,37,4.946689371489921,-0.4898281081942395,3.746330704037393,21.629774625463185
U2_meme_only,0.5,3,3,301,208,93,9.439509006271507,-1.4255017204951965,3.8483113015762056,19.594047197568276,167,103,64,5.316038331757578,-1.2812327689426415,3.416015499256261,23.3751662354047
U2_meme_only,0.5,3,5,301,261,40,13.502889591333812,-2.137540142855251,3.177787586960698,28.56329192547331,167,130,37,15.365173898691008,-1.4636947846924941,3.7504552956318853,78.54491917796278
U2_meme_only,0.5,5,3,301,208,93,16.1408226741796,-2.3534703605050984,3.8512373166503164,34.55822811070979,167,103,64,8.967873571657737,-2.1284076643466165,3.4190510010780155,41.66613378474453
U2_meme_only,0.5,5,5,301,261,40,23.386300888815992,-3.54000573798915,3.1765059186288624,51.72105034916723,167,130,37,26.514749537715375,-2.429877557332084,3.754576772370653,159.5608269319941
U2_meme_only,0.6,1,3,205,153,52,3.6643149700947175,-0.43965947742194456,4.086856434782442,7.399865885982004,124,75,49,2.3576692242460506,-0.25979335511928114,5.131631128114173,9.911667317216821
U2_meme_only,0.6,1,5,205,185,20,5.173816327342684,-1.0038225168716133,3.304270032813588,10.52437718117758,124,91,33,4.818540055883402,-0.3680781829915715,3.7502846708955238,21.028562781308622
U2_meme_only,0.6,3,3,205,153,52,11.355657583802547,-1.314477169219293,4.089360275967868,23.783557606670904,124,75,49,7.214935579556703,-0.7783740867109333,5.133151168398553,32.64839675771971
U2_meme_only,0.6,3,5,205,185,20,16.277215508668185,-2.971233241915309,3.2978354500423057,34.87187626654,124,91,33,14.948549468142858,-1.0991439704098795,3.753116291675197,75.9443343290912
U2_meme_only,0.6,5,3,205,153,52,19.553793093642135,-2.1833181512215813,4.091837572085292,42.51549944911663,124,75,49,12.266602171627783,-1.2956151443940718,5.134667019354875,59.87995349692341
U2_meme_only,0.6,5,5,205,185,20,28.463585652649325,-4.886491332337539,3.2910969913285872,64.35635152732107,124,91,33,25.764143061250454,-1.8234850581578392,3.755946508152372,153.37180136730777
U3_meme_ai,0.0,1,3,943,334,609,2.153622542782596,-0.6104209694730419,2.2057924857261093,4.317379156502965,527,170,357,1.032133801516677,-0.7562818067932743,2.142166745683231,4.25234990760317
U3_meme_ai,0.0,1,5,943,513,430,2.97165825420882,-1.288075344123486,2.041205525447449,5.981011317696661,527,250,277,2.0560649740736014,-0.8677049357804263,3.063115103732592,8.604125155267162
U3_meme_ai,0.0,3,3,943,334,609,6.543862033799508,-1.8215993415971699,2.2096599620262296,13.398689898969508,527,170,357,3.0970596409591877,-2.255268375081474,2.144133604381544,13.167317459770288
U3_meme_ai,0.0,3,5,943,513,430,9.099468890233808,-3.8301109067472043,2.052755016829313,18.858049583284895,527,250,277,6.252721772956282,-2.582409984734892,3.069669060688178,27.886173194448148
U3_meme_ai,0.0,5,3,943,334,609,11.043988933092997,-3.019983143623504,2.2135157502282783,23.097247238724794,527,170,357,5.161866778058144,-3.7362640531396365,2.146094909318984,22.644336132800035
U3_meme_ai,0.0,5,5,943,513,430,15.475554193850805,-6.326630936827972,2.0642412963823205,33.03357157318305,527,250,277,10.562544602046398,-4.269841663206894,3.0761878471545727,50.26393924124686
U3_meme_ai,0.5,1,3,575,284,291,3.9699524090905713,-0.6354999777755411,2.9964836511924027,8.028916179152223,322,140,182,1.6761325003090022,-0.7591797448636944,3.225544088863911,6.973727785327921
U3_meme_ai,0.5,1,5,575,395,180,6.500998469685126,-0.7405982005603382,3.8581484076864387,13.308208985037462,322,192,130,5.2768281575499065,-0.882449434981699,3.7987829964433293,23.188985248919636
U3_meme_ai,0.5,3,3,575,284,291,12.32164352153533,-1.895437939197939,2.998053340262778,25.922728509935176,322,140,182,5.0799078991316415,-2.2670339464103075,3.230978406755907,22.257151213529667
U3_meme_ai,0.5,3,5,575,395,180,20.691437960278414,-2.207267773134898,3.865730697753117,45.21826438926815,322,192,130,16.445869519171154,-2.6267686199373035,3.805152914969749,85.42569400650255
U3_meme_ai,0.5,5,3,575,284,291,21.248257807077643,-3.140755384678694,2.999543978332229,46.550309336719906,322,140,182,8.552259759592285,-3.7608276900145254,3.23639200080229,39.487538980765294
U3_meme_ai,0.5,5,5,575,395,180,36.61276366517055,-3.6547516175529884,3.8731711301058893,85.68356146521168,322,192,130,28.47512133666774,-4.3439523160229525,3.811502158433531,176.26231586377847
U3_meme_ai,0.6,1,3,390,223,167,4.1692165930748315,-0.5402669242868321,3.182386843501452,8.440014452266453,232,106,126,4.659499799631339,-0.3526464190569887,3.6291438328302084,20.285543061040624
U3_meme_ai,0.6,1,5,390,288,102,6.389390506827164,-0.6715757584810046,4.285567353444368,13.072783209682415,232,139,93,5.701869863323972,-0.4417418389711336,4.357015544495363,25.218531487084505
U3_meme_ai,0.6,3,3,390,223,167,12.970135314477815,-1.613353346455879,3.1840538027157455,27.369006174995537,232,106,126,14.421547170642967,-1.055520881269333,3.6307612472063737,72.69576901689439
U3_meme_ai,0.6,3,5,390,288,102,20.328722714131374,-2.0027846166722263,4.285713688885473,44.353807793471624,232,139,93,17.86906956958807,-1.3208192761903463,4.361417157731713,94.78974091108432
U3_meme_ai,0.6,5,3,390,223,167,22.419794325878016,-2.676573968521906,3.1856141708283965,49.37259545968811,232,106,126,24.796368230301002,-1.7551708653270337,3.6323771615947633,145.55701199618363
U3_meme_ai,0.6,5,5,390,288,102,35.95967288044293,-3.318207985690945,4.285787173787556,83.926817864968,232,139,93,31.11592456746275,-2.194038382676206,4.365816595206013,200.02550843872928
U4_meme_ai_top50,0.0,1,3,1576,359,1217,1.5547638512140471,-0.8674403463644907,1.7122694959336446,3.107761240837692,892,170,722,1.8078953462189906,-0.8295876410483661,3.3082058533464305,7.537055589273889
U4_meme_ai_top50,0.0,1,5,1576,582,994,4.330781520167815,-1.122741723073945,2.754097476002875,8.773904497574492,892,283,609,3.1815960285963785,-1.2103767373006882,3.537505756923512,13.544119114868124
U4_meme_ai_top50,0.0,3,3,1576,359,1217,4.688770477795079,-2.5831713044187907,1.7161441590424718,9.51553783668908,892,170,722,5.488865316739977,-2.470071784284358,3.309867123557513,24.19832543906113
U4_meme_ai_top50,0.0,3,5,1576,582,994,13.460395362376222,-3.3336704150250327,2.766937188057494,28.467828924752236,892,283,609,9.790034885292886,-3.5899062981494105,3.5462699148488617,46.05121964494743
U4_meme_ai_top50,0.0,5,3,1576,359,1217,7.853445773511081,-4.273604877770986,1.720011122622601,16.180358490249436,892,170,722,9.257146831631768,-4.085913956538661,3.311509319911148,43.19752879110388
U4_meme_ai_top50,0.0,5,5,1576,582,994,23.241264306013033,-5.499240861922403,2.7796712428933787,51.36747633876955,892,283,609,16.73518188031091,-5.915444492666704,3.554941856096743,87.30116927058356
U4_meme_ai_top50,0.5,1,3,1010,331,679,3.509089929720788,-0.7431131825073198,3.5143366781060297,7.08108570821091,553,159,394,4.5617540002186985,-0.5889817903566651,3.446911264745852,19.830593221823722
U4_meme_ai_top50,0.5,1,5,1010,498,512,5.821384634226301,-0.8880841492175929,3.7134260399626497,11.878394572806595,553,222,331,6.619425681568236,-0.5622849039028671,4.625623220114445,29.685618770670775
U4_meme_ai_top50,0.5,3,3,1010,331,679,10.83328778758592,-2.214821841003035,3.5169511995467433,22.634344530025242,553,159,394,14.08533650455228,-1.757802338170495,3.4496042325057514,70.64703460324597
U4_meme_ai_top50,0.5,3,5,1010,498,512,18.39439920405288,-2.6433178479525448,3.7240435283402005,39.78697259305546,553,222,331,20.93659417013003,-1.6789825777365326,4.6316527035404995,116.18097734425139
U4_meme_ai_top50,0.5,5,3,1010,331,679,18.579984577637433,-3.667356827216217,3.5195577369148197,40.221972364649375,553,159,394,24.157285889842072,-2.9145219187899496,3.4522922525557136,140.4969202471515
U4_meme_ai_top50,0.5,5,5,1010,498,512,32.304360620266,-4.3709557474420055,3.734579763004203,74.24732887876775,553,222,331,36.79857742563757,-2.7852498102920555,4.637661692259928,256.3579176329899
U4_meme_ai_top50,0.6,1,3,673,276,397,3.8097441121051068,-0.5525534150405557,3.40613427530675,7.69895492715138,410,120,290,6.286719142081809,-0.2436716544677655,4.760786588805901,28.05220507553181
U4_meme_ai_top50,0.6,1,5,673,392,281,6.716514535248774,-0.9186035301513086,4.203271050121458,13.76350560191193,410,177,233,8.490786197887035,-0.4293108883191261,6.069924828563904,39.16745826303944
U4_meme_ai_top50,0.6,3,3,673,276,397,11.80949773708797,-1.6494887870399502,3.4112185055496664,24.786320640434734,410,120,290,19.827313688397762,-0.7297781981885666,4.763823483259863,108.25119669940015
U4_meme_ai_top50,0.6,3,5,673,392,281,21.42931492488145,-2.733256171923425,4.207537399309688,46.98474025957715,410,177,233,27.42112254758471,-1.2796571202547447,6.075953866041538,167.1852339442565
U4_meme_ai_top50,0.6,5,3,673,276,397,20.339325261109465,-2.735606776980555,3.416263967352834,44.37904045171746,410,120,290,34.74983017634412,-1.214238367987682,4.766856598664272,235.20378869981243
U4_meme_ai_top50,0.6,5,5,673,392,281,38.014456952581874,-4.518196890728789,4.211689012605177,89.48192266077344,410,177,233,49.248990985820676,-2.1191265757008466,6.081920212533022,407.34964346470076
U5_meme_ai_top100,0.0,1,3,3294,374,2920,3.9292320343070397,-1.1653712699370744,2.8772033942821955,7.945002007218904,1746,183,1563,2.44961785170672,-0.8015857753953411,4.312704553905582,10.312640200352941
U5_meme_ai_top100,0.0,1,5,3294,630,2664,4.729846231230628,-1.1790971917822313,2.790548796887416,9.600792869023756,1746,301,1445,3.4422138520831647,-1.4280157801244138,4.178509591128761,14.711714666740129
U5_meme_ai_top100,0.0,3,3,3294,374,2920,12.15073906971078,-3.464994381349898,2.8794938097880287,25.54293813651207,1746,183,1563,7.493940251037956,-2.3873771560688843,4.315514500128834,34.05390962913146
U5_meme_ai_top100,0.0,3,5,3294,630,2664,14.72968957595504,-3.5052642569476418,2.797670485294157,31.334450615291743,1746,301,1445,10.626625309955639,-4.226481391576986,4.187955567972135,50.61745513367259
U5_meme_ai_top100,0.0,5,3,3294,374,2920,20.87126770100167,-5.7236440408543965,2.881772742981779,45.64780031546185,1746,183,1563,12.736117236119338,-3.9502436470001734,4.318300326281334,62.60903985489914
U5_meme_ai_top100,0.0,5,5,3294,630,2664,25.479488965561202,-5.789271696113454,2.8047550331373006,56.86942994034898,1746,301,1445,18.225834206349113,-6.9498117496251135,4.197333356052878,97.19192446521173
U5_meme_ai_top100,0.5,1,3,2032,355,1677,4.758520846492087,-0.7715337660842906,2.915967082534503,9.660328142328467,988,166,822,4.872870320496525,-0.36833974816410125,3.7271441858084335,21.28317887067994
U5_meme_ai_top100,0.5,1,5,2032,583,1449,6.487150939860231,-1.231962261426069,2.970705448113628,13.278985818600585,988,266,722,6.665220252678172,-0.788847374921726,4.499260329293771,29.911668924115766
U5_meme_ai_top100,0.5,3,3,2032,355,1677,14.82008059825317,-2.305327363145681,2.9192326633754573,31.539789614939128,988,166,822,15.11663171285258,-1.1025569426166713,3.7295065593477768,76.99005110979213
U5_meme_ai_top100,0.5,3,5,2032,583,1449,20.551042780837903,-3.660755353178826,2.979107939282897,44.88335797484196,988,266,722,21.09093243301434,-2.3521431633499987,4.5013118504205805,117.30204127543212
U5_meme_ai_top100,0.5,5,3,2032,355,1677,25.639568298753424,-3.8265102051743325,2.9224633538926144,57.266665670158055,988,166,822,26.051131570098573,-1.8334960341668272,3.7318610903759155,155.7248457831323
U5_meme_ai_top100,0.5,5,5,2032,583,1449,36.17518125294457,-6.042998387936807,2.987347673166259,84.5055966262947,988,266,722,37.086504233349274,-3.896358341244936,4.503350770471737,259.40955953651616
U5_meme_ai_top100,0.6,1,3,1357,314,1043,7.239700200446575,-0.7963634220768121,4.542951152999533,14.872547992832263,732,135,597,5.625663706589901,-0.3753044367153388,7.234210774602028,24.852812113682397
U5_meme_ai_top100,0.6,1,5,1357,494,863,9.475630700640835,-1.2043553428709883,4.744985079159345,19.672362941862698,732,216,516,7.459429388407268,-0.8698245681734992,7.884983125077432,33.87945252922868
U5_meme_ai_top100,0.6,3,3,1357,314,1043,23.163663360660557,-2.372579083900719,4.542402156632679,51.17846669819859,732,135,597,17.76645048126484,-1.1226943113999133,7.230933040734438,94.10288279958185
U5_meme_ai_top100,0.6,3,5,1357,494,863,30.978638026214256,-3.573180473036735,4.752978690539938,70.80086391472132,732,216,516,23.989724367699814,-2.5810514337357047,7.890251411624667,139.18331037045576
U5_meme_ai_top100,0.6,5,3,1357,314,1043,41.203492764974634,-3.926995109882958,4.541833064522471,98.26577258317755,732,135,597,31.18891745009831,-1.8658068064889881,7.22760847150644,200.70346671902973
U5_meme_ai_top100,0.6,5,5,1357,494,863,56.34973887493955,-5.88971766009063,4.760825802901796,142.6776009049695,732,216,516,42.91219825403472,-4.255209971353289,7.895376379910654,325.4927447941982
