side,tier,threshold,full_n,full_wr,full_pf,full_avg_win,full_avg_loss,full_sum_pnl_pct,oos_n,oos_wr,oos_pf,oos_sum_pnl_pct,h2_n,h2_pf,h2_sum_pnl_pct,q1_n,q1_pf,q1_sum_pnl_pct
long,26-50,0.5,594,91.41414141414141,50.10235588435726,16.282551616722234,-3.460142378544752,8664.958266574393,52,34.61538461538461,2.2935262192465053,149.9744257080413,46,1.9891688992969048,98.75141141185075,6,4.179656457031531,51.22301429619054
long,26-50,0.55,579,92.2279792746114,55.18894915341502,16.42255734666349,-3.531160075277759,8610.743419730803,46,34.78260869565217,2.401251223352581,148.40632404610247,41,2.0617686821275,96.29271006702061,5,4.424245395219431,52.11361397908188
long,26-50,0.6,551,94.55535390199637,88.52302387307222,16.753672241512792,-3.2867770273880623,8630.059927006521,34,41.17647058823529,3.66380141774549,177.97967238174647,32,2.6560417769361395,110.6470515955481,2,inf,67.33262078619839
long,26-50,0.65,531,95.29190207156309,114.11635945269134,16.77277485529332,-2.9748667474085853,8412.652408093205,30,43.333333333333336,4.320107660983046,182.79613162871422,28,3.0971520759032174,115.46351084251583,2,inf,67.33262078619839
long,26-50,0.7,480,95.83333333333334,130.85800277232067,17.811305505221835,-3.1305691508441265,8130.589149385161,26,46.15384615384615,4.730606714416675,174.92773959944975,24,3.294633621873188,107.59511881325136,2,inf,67.33262078619839
long,26-50,0.75,406,97.04433497536947,255.89039250582562,19.4337167890706,-2.493543016573492,7626.961898694935,21,57.14285714285714,8.747017226484866,196.4583989594233,19,6.091864909770785,129.12577817322492,2,inf,67.33262078619839
long,51-100,0.0,6108,48.47740667976424,2.3161401826093293,10.166670194719654,-4.130052369785544,17106.23563884979,460,41.95652173913044,1.9371221659322395,876.2254252995664,355,1.9385880563618918,645.2310621446703,105,1.933051681758634,230.99436315489606
long,51-100,0.4,3126,91.49072296865003,31.241326467700194,10.332961213720592,-3.5561472084670775,28606.333913788654,245,55.10204081632652,3.8542045222729646,1073.3962315095557,186,4.012480738359043,844.8055503611298,59,3.3901090482734246,228.59068114842586
long,51-100,0.45,3033,93.47181008902076,40.34608263929053,10.367490458799237,-3.6792571589786207,28663.342533218078,222,58.108108108108105,4.306150635371296,1059.418205177625,169,4.666281802426175,875.3593031958154,53,3.253437722446239,184.0589019818093
long,51-100,0.5,2935,95.40034071550255,59.94125747085706,10.362175821642145,-3.5854970565331206,28530.050197966044,195,63.07692307692307,5.564012769642181,1108.9542641649891,144,6.317478615073811,914.25935696445,51,3.7405160389120122,194.69490720053906
long,51-100,0.55,2839,96.61852765058119,87.89225619699289,10.451717897536547,-3.397751718200149,28342.87802799554,162,72.22222222222221,10.374118439084782,1198.1206358187371,120,12.284291279438177,975.2042788887265,42,6.385734391292186,222.91635693001038
long,51-100,0.6,2718,97.42457689477557,113.44120212630324,10.584647930986913,-3.5296003815070587,27781.07569454785,135,77.03703703703704,12.194251384258967,1116.0987550656237,98,15.617899504492884,899.0044737912604,37,6.682709738653003,217.0942812743632
long,51-100,0.65,2577,97.98214978657353,161.28020630256765,10.762286220448829,-3.2402722863552733,27006.27854774282,115,83.47826086956522,21.877368662872207,1110.2518663431351,83,21.97900199880776,866.8163849327894,32,21.52333662998957,243.4354814103457
long,51-100,0.7,2366,98.30938292476755,185.99802475072354,10.953281753208973,-3.4244091290900878,25340.356992800473,98,81.63265306122449,18.853416127497162,932.6697014218903,68,18.796435955243922,718.6024092122793,30,19.04739010942504,214.0672922096113
long,51-100,0.75,2124,98.87005649717514,288.1122942591561,11.394325765634171,-3.4604684505277947,23845.032865019093,84,85.71428571428571,33.52718070733267,912.6463296996128,59,34.97611511734985,708.7160592617114,25,29.328699419124607,203.9302704379016
long,101-200,0.0,4858,46.521202140798685,2.0453018232719242,8.491750454492022,-3.611678717829059,9808.214718232077,478,37.238493723849366,1.3230130325418032,324.0826653374223,393,1.3885477012642853,321.7405659879662,85,1.0133641766382444,2.3420993494561393
long,101-200,0.4,2418,90.03308519437552,23.601974289599745,8.641659566183964,-3.307426540102655,18015.80307941775,230,50.0,2.7459572589972403,653.116003154926,195,2.7874228111334185,589.1474445442625,35,2.438591736228826,63.96855861066343
long,101-200,0.45,2329,92.52898239587806,32.87178862137994,8.695169794596247,-3.276066869036582,18168.05527214255,195,55.38461538461539,3.6253540639160167,725.8115201404656,166,3.7883592173216702,663.8200397835157,29,2.614613717369014,61.99148035694986
long,101-200,0.5,2251,94.58018658374056,47.642956324258535,8.728271723972906,-3.1970202450862057,18192.454030437795,168,61.904761904761905,5.0807797858858645,794.3548350745111,143,5.337016132148363,722.6473537421314,25,3.557834975957084,71.70748133237959
long,101-200,0.55,2170,96.036866359447,68.21427512581117,8.83000182205621,-3.136785256906028,18131.960265071226,142,66.19718309859155,6.72507172901052,812.6664429078446,123,6.766552955979607,736.1831697887898,19,6.3543392677486406,76.4832731190549
long,101-200,0.6,2090,96.98564593301435,102.72279385148285,8.889508958653431,-2.784352064793702,17843.6204791085,122,72.95081967213115,10.81095016411566,840.7464443511454,105,11.38269497085309,763.9904600815693,17,7.337372266677321,76.75598426957589
long,101-200,0.65,1973,97.82057780030411,145.5931719762121,9.017239300111093,-2.7798505026969167,17283.738277598444,110,79.0909090909091,16.689518899046796,831.4156132928531,94,17.134146176568017,749.1096923946334,16,13.543373396650349,82.30592089821972
long,101-200,0.7,1789,98.77026271660145,256.19788456313404,9.144234775604895,-2.8667227777760482,16094.794947382778,86,86.04651162790698,26.284204932353564,789.224076788656,72,27.915177852202646,705.3636549294678,14,17.747952465448954,83.8604218591883
long,101-200,0.75,1597,99.37382592360676,544.5314615361082,9.488671939186194,-2.765409059195371,15030.868276896535,66,92.42424242424242,73.96414529189553,700.8365264824997,55,123.72566925212418,653.4923105660771,11,12.0607084522673,47.34421591642261
short,top25,0.0,2628,50.57077625570776,2.4292446802012413,6.529000285396415,-2.74973763072468,5105.132196980476,606,47.524752475247524,2.1371418419321753,969.67746523676,372,1.9249496746283628,455.8325473889644,234,2.427690253392397,513.8449178477956
short,top25,0.4,1418,82.15796897038082,11.066782964169718,6.612770215719974,-2.751486860175866,7007.751125689276,323,54.4891640866873,2.961056123115418,762.3356478081976,193,2.117254006707323,251.9724529106225,130,4.1270541164184715,510.3631948975751
short,top25,0.45,1342,84.64977645305514,13.337600998651926,6.69101683182143,-2.7664671158961562,7031.102895074535,283,55.830388692579504,3.3116498775157495,774.6651566380655,169,2.2476515976813745,247.98342157128377,114,4.862623235461506,526.6817350667817
short,top25,0.5,1255,87.72908366533865,17.89061066697839,6.7546557649881365,-2.6992595992652135,7021.190018965096,233,59.227467811158796,4.062056056658075,760.2317669800669,135,2.498472757650291,237.95320293203642,98,6.836963504529788,522.2785640480305
short,top25,0.55,1173,90.19607843137256,23.76296555772187,6.845736462373489,-2.650375236241095,6937.996025023426,190,64.73684210526316,5.671700434935652,804.0199632006369,105,3.2891377321882778,263.59496357843216,85,10.488794641528228,540.4249996222046
short,top25,0.6,1089,92.1028466483012,29.659039334421998,6.945434024422045,-2.7311452140437114,6731.391838087552,157,68.78980891719745,6.593858745897958,715.2609501505752,84,3.4116525481285347,209.60890414842828,73,13.347932003948461,505.6520460021471
short,top25,0.65,994,94.46680080482898,39.67793612396876,7.1591871044755,-3.080473957799966,6553.050623423498,121,76.03305785123968,9.066823271524537,671.1615606410959,64,4.12257526587806,191.60465427346068,57,22.95860776366229,479.55690636763524
short,top25,0.7,910,96.04395604395604,62.48824311385469,7.359493386148667,-2.859292181737272,6329.262700951393,102,81.37254901960785,12.85876590541391,657.3290708062841,49,6.40673755718074,193.3996545149158,53,24.598010459825744,463.9294162913684
short,top25,0.75,795,97.23270440251572,87.44462309089988,7.80252119009507,-3.1351524213287325,5962.375526674256,83,87.95180722891565,19.88330612112125,634.7962358293069,37,9.340495868802998,174.93220291952758,46,37.37313611525937,459.8640329097792
short,26-50,0.0,2830,47.6678445229682,2.529185658247123,8.963323969676656,-3.2280873242813293,7310.726707833163,621,46.05475040257649,2.135596346860507,1164.8139910982163,366,1.884141443776366,587.1944842082354,255,2.597452044044894,577.619506889981
short,26-50,0.4,1388,80.69164265129683,13.480240046960137,9.687607934846532,-3.003323795186852,10045.23010991804,323,51.08359133126935,3.1572342310418984,1048.031038120938,202,2.307717363251937,498.115167210184,121,6.241421052554018,549.915870910754
short,26-50,0.45,1286,83.98133748055989,17.66602269276759,9.76049598485431,-2.896607416265198,9944.634535892024,275,52.72727272727272,3.5466531022477294,1021.3404077455114,169,2.618919922827403,502.4077451277497,106,6.720353199816564,518.9326626177617
short,26-50,0.5,1185,87.42616033755274,24.309565839946224,9.911826735695618,-2.834979913422647,9846.240491080685,228,57.45614035087719,4.365270479481691,1028.396833797541,137,3.032284831887476,510.49531411543916,91,10.520539202809559,517.9015196821018
short,26-50,0.55,1106,90.41591320072332,32.70643089204805,10.013582619719983,-2.888354307909645,9707.41706308156,190,62.10526315789474,5.650424683203091,1040.3495947634804,114,3.7355103774505665,528.9371583689818,76,17.84989439803772,511.41243639449857
short,26-50,0.6,1013,92.79368213228035,47.41132488822874,10.266423346171804,-2.7883165126822913,9446.890839975687,153,66.01307189542483,7.461299751570884,998.2678608562255,87,4.820618818944316,505.66631412766867,66,23.241754470922235,492.6015467285565
short,26-50,0.65,916,94.43231441048034,66.1932668044514,10.636617642827904,-2.725433965973097,9061.677128781508,131,69.46564885496184,9.410347424488641,975.541036956618,74,5.920848318001251,516.4728511841,57,42.59396740382384,459.06818577251795
short,26-50,0.7,812,95.6896551724138,83.11526438580916,11.190801565768316,-2.9890513685531124,8590.636018702622,111,72.07207207207207,11.105969939907117,944.2422628502906,59,6.715380024200299,494.7594541898144,52,66.44805984729321,449.482808660476
short,26-50,0.75,698,97.27793696275072,125.65410327806605,11.998378523935914,-3.4124166871033332,8082.063100697522,87,81.60919540229885,17.173812771004698,913.6158917802973,43,10.95196362345298,497.0680642422549,44,64.6862729715918,416.54782753804216
short,51-100,0.0,12539,50.29906691123694,2.60307948144826,8.045343753012371,-3.127897855691713,31248.923613578267,2692,49.14561664190193,2.052006311144618,4127.2964095297675,1713,1.7692556741514225,2019.9440719624129,979,2.624264116868421,2107.3523375673553
short,51-100,0.4,6588,82.99939283545841,13.705024029252767,8.498506084433219,-3.027424153940936,43079.116217266994,1384,56.358381502890175,2.8255733020714366,3330.254940805585,942,2.0376914164603663,1433.6693155173748,442,5.284818836091089,1896.5856252882104
short,51-100,0.45,6134,86.37104662536682,17.64889863856889,8.609185971609334,-3.091364084637104,43027.08690282963,1174,59.36967632027257,3.115612167530106,3201.4213542989646,794,2.197471509809336,1385.2823416813735,380,6.0958326921933494,1816.1390126175909
short,51-100,0.5,5697,89.20484465508162,22.878429205250374,8.724008958939294,-3.1510075561996533,42397.5438822667,966,62.422360248447205,3.592880677115797,3005.195353064585,645,2.469131266760383,1338.6760483057953,321,7.724838464934831,1666.5193047587898
short,51-100,0.55,5318,91.55697630688229,29.64675068202394,8.855164245851164,-3.239014955756582,41661.476997914615,808,65.96534653465346,4.069534271030559,2884.63408406239,525,2.7534998176824064,1309.636568610581,283,9.165148509173235,1574.9975154518092
short,51-100,0.6,4951,93.37507574227428,39.431828785264855,9.063754029063462,-3.2397480824921527,40839.09750530297,678,69.02654867256636,4.8284587288030485,2742.3849679384975,434,3.3187737603113243,1294.0624707724442,244,10.15297608470829,1448.322497166053
short,51-100,0.65,4533,94.85991617030663,49.612421406744616,9.353961164301529,-3.479506668009067,39411.30795285047,564,73.75886524822694,6.020942954277013,2690.2527808965056,353,4.090386794671423,1295.224703184972,211,12.954769655946635,1395.0280777115338
short,51-100,0.7,4086,96.30445423396965,72.41067884159007,9.694028760601574,-3.4887469860898737,37619.202378067625,471,79.40552016985139,8.281506923175941,2646.4340947743144,285,5.445465661905966,1293.1863478265432,186,19.65368972854173,1353.2477469477715
short,51-100,0.75,3585,97.01534170153417,105.1917335220196,10.234914322335955,-3.1626300949657744,35258.63059292311,401,83.29177057356608,12.952601709195761,2611.9334674568536,237,8.649005088713972,1317.1177374985668,164,28.947906608006395,1294.815729958287
short,101-200,0.0,11411,49.76776794321269,2.56576500625553,7.4791155143192025,-2.888012377810406,25919.810056209506,2546,48.507462686567166,1.928192500049363,3264.64262099227,1795,1.5974599743233588,1582.0234194322072,751,2.9356270548186263,1682.6192015600632
short,101-200,0.4,5916,80.96686950642325,11.37180800495164,7.914937794331464,-2.9608411648716615,34578.64488320222,1249,55.24419535628503,2.4073684003466838,2351.9995762951776,903,1.9180668568879198,1201.4789374005666,346,4.173861962340019,1150.5206388946112
short,101-200,0.45,5459,84.68583989741711,14.45944801634251,7.840985394396534,-2.998724352995743,33741.94191919074,1069,58.55940130963517,2.6128944013573716,2262.559794081837,765,2.0997049321428864,1190.7513706234915,304,4.349369406120825,1071.8084234583457
short,101-200,0.5,5041,87.78020234080539,18.38853021690331,7.9406806936685355,-3.1020106024993153,33226.67353834369,893,62.26203807390818,3.0021220784789566,2237.275070972344,630,2.3516823635641786,1170.6491912397066,263,5.243020669246973,1066.6258797326377
short,101-200,0.55,4652,90.13327601031814,22.840521601178363,8.053888516887653,-3.221156110940377,32291.443896388297,734,64.44141689373298,3.213701408096925,2031.0154482675266,513,2.5791489196925075,1108.3725941808175,221,5.27951539327705,922.642854086709
short,101-200,0.6,4274,92.41927936359382,30.703908798845433,8.213360155723189,-3.261213902769326,31386.13931060934,608,69.4078947368421,4.018763423864274,2041.0164573150623,418,3.3753284185412107,1189.5092336814512,190,5.856504321561422,851.5072236336109
short,101-200,0.65,3929,94.34970730465767,41.4138454596892,8.419158743774299,-3.394632394194761,30456.213071660084,496,75.0,5.007294246399397,1969.0707248101603,332,4.1128468627988894,1119.4242633173617,164,7.448570774541276,849.6464614927987
short,101-200,0.7,3526,95.5473624503687,54.522177691104254,8.7003171711625,-3.424232539346317,28773.764040969087,421,79.80997624703087,6.842400433431662,1959.0370867016218,279,5.981182213790111,1150.8548353357544,142,8.750620690416415,808.1822513658675
short,101-200,0.75,3062,96.83213585891575,80.54653416546758,9.188057714906352,-3.4868223419375295,26904.36935752939,356,86.23595505617978,10.272298493719378,1937.5332216263662,239,10.140031973295395,1200.991693621481,117,10.496378440279626,736.5415280048852
