universe,side,tier,threshold,thr_select_n,thr_pf,thr_wr,thr_avg_win,thr_avg_loss,thr_sum_pnl_pct,ho_n,ho_pf,ho_wr,ho_avg_win,ho_avg_loss,ho_sum_pnl_pct
meme_only,long,all_tiers,0.55,45,3.566425939141673,46.666666666666664,14.636023832533848,-3.590855683533203,221.175964078414,7,8.52877658876765,14.285714285714285,238.72075658550406,-4.6650058598849515,210.73072142619438
meme_only,long,all_tiers,0.6,35,5.895411162369122,60.0,14.636023832533848,-3.723919357641266,255.2216294762331,5,18.888483099521277,20.0,238.72075658550406,-3.159607303134289,226.0823273729669
meme_only,long,all_tiers,0.65,26,7.466597339771041,61.53846153846154,17.171584380927698,-3.67965938957769,237.94875619906617,4,21.987796685480212,25.0,238.72075658550406,-3.618988599301007,227.863790787601
meme_only,long,all_tiers,0.7,19,11.460390172661135,68.42105263157895,17.03750733941389,-3.221059552008698,202.16123810032843,2,75.92029966867192,50.0,238.72075658550406,-3.1443600410867565,235.57639654441732
meme_only,long,all_tiers,0.75,13,24.443480688617665,69.23076923076923,20.020158295317067,-1.8428372267554838,172.8100757508317,2,75.92029966867192,50.0,238.72075658550406,-3.1443600410867565,235.57639654441732
meme_only,long,all_tiers,0.8,10,51.82574371434073,80.0,21.65936051794252,-1.6717066820943003,169.93147077935157,2,75.92029966867192,50.0,238.72075658550406,-3.1443600410867565,235.57639654441732
meme_only,long,all_tiers,0.85,7,41.33380997272101,71.42857142857143,27.639202531125502,-1.6717066820943003,134.8525992914389,1,inf,100.0,238.72075658550406,0.0,238.72075658550406
meme_only,short,all_tiers,0.0,413,1.6439796703626106,44.06779661016949,6.030875961043145,-2.8903029202215973,429.95945033866326,231,2.506908587267672,49.78354978354979,7.303362407824138,-2.8881796583410675,504.857836532212
meme_only,short,all_tiers,0.4,326,1.820679813330826,46.31901840490797,6.332924157827209,-3.0013013846498087,431.0438055181924,184,2.9867950651991944,55.434782608695656,7.496035150274964,-3.121853425794961,508.6036044128597
meme_only,short,all_tiers,0.5,249,1.899936763042784,46.58634538152611,6.905612394186292,-3.1700739995311276,379.4311957879697,157,3.7447164095857146,60.509554140127385,7.590440898112129,-3.105846480014775,528.5294035597364
meme_only,short,all_tiers,0.55,201,2.2421617786040073,49.25373134328358,7.262868649949314,-3.1439546126400453,398.3406258556976,134,4.757692034892872,64.92537313432835,7.860285058309015,-3.0581822565529873,540.1102340148939
meme_only,short,all_tiers,0.6,170,2.4531570953849986,51.17647058823529,7.671370276877454,-3.277847506652334,395.34787103619476,119,4.904743324560947,65.54621848739495,7.9760745662774575,-3.093738960884572,495.29051877337434
meme_only,short,all_tiers,0.65,128,2.861103918626648,51.5625,8.159709428165266,-3.0359408611302467,350.31248886883236,99,5.431248650700427,67.67676767676768,7.945835684266971,-3.0631249890922363,434.35099119493555
meme_only,short,all_tiers,0.7,80,4.370820271043282,62.5,8.239928121478204,-3.1420220197063817,317.7357454827187,82,6.866318407198706,75.60975609756098,7.703813547641693,-3.4781116431552817,408.0742070906793
meme_only,short,all_tiers,0.75,54,5.145457161637965,62.96296296296296,9.526455732041551,-3.1474316539281526,260.9508618108497,67,10.005412520008766,82.08955223880598,8.020645027795902,-3.6741403352651583,397.0457925055927
meme_only,short,all_tiers,0.8,37,10.927340389773208,72.97297297297297,10.900134224292886,-2.6932777195386337,267.37084686052157,52,23.48372969735809,86.53846153846155,9.39141784022586,-2.570860812124061,404.61777712529533
meme_only,short,all_tiers,0.85,27,27.421295085055412,85.18518518518519,12.398866469051667,-2.5999312569267374,274.7742037604814,46,36.05828184466513,89.13043478260869,9.801181779186816,-2.228882977163336,390.7040380608429
